Purpose Code,Revised Purpose Code,diff purp code,Collateral Code,Revised Collateral Code,diff coll code,purp/coll diff,Property Type,Net Operating Income,Annual Debt Service,Appraised Value,SWAP?,State,Bank,Team,Region,Original             Balance,Net Current Balance,Unused Commitment,Open   Date,Date Maturity,Interest Rate,Guarantor?,Risk Code,Relationship ID,Division
98,90,diff,8602,8602,match,diff/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"299,265.74 ",0.00 ,"299,265.74 ",03/03/10,12/31/79,4.75%,YES,4,5436,Lancaster Division
98,98,match,8409,8409,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"26,592.80 ",0.00 ,"26,592.80 ",08/22/12,12/31/79,5.25%,no,5,9388,Lancaster Division
98,98,match,,8602,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"2,220,518.17 ",0.00 ,"2,220,518.17 ",08/03/07,12/31/79,4.25%,no,6,10134,Lancaster Division
98,98,match,8604,8604,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"282,245.65 ",0.00 ,"282,245.65 ",11/08/17,12/31/79,5.25%,YES,4,4032,Lancaster Division
98,98,match,8606,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"82,087.00 ",0.00 ,"82,087.00 ",03/29/13,12/31/79,5.25%,YES,5,8423,Lancaster Division
98,94,diff,8800,8800,match,diff/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"134,618.00 ",0.00 ,"134,618.00 ",01/04/17,01/04/19,7.20%,no,4,5436,Lancaster Division
98,98,match,8602,8602,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"16,566.00 ",0.00 ,"16,566.00 ",11/14/08,12/31/79,5.25%,no,5,8423,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"694,472.88 ",0.00 ,"694,472.88 ",07/03/07,12/31/79,5.25%,YES,5,9615,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"238,205.00 ",0.00 ,"238,205.00 ",04/14/17,12/31/79,5.25%,no,5,9615,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"1,009,778.00 ",0.00 ,"1,009,778.00 ",04/14/17,12/31/79,5.25%,no,5,9615,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"88,771.00 ",0.00 ,"88,771.00 ",06/14/05,12/31/79,0.00%,no,4,9325,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"85,326.12 ",0.00 ,"85,326.12 ",09/27/11,12/31/79,0.00%,no,4,9325,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"31,200.00 ",0.00 ,"31,200.00 ",04/21/16,12/31/79,5.25%,no,4,9325,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"596,221.56 ",0.00 ,"596,221.56 ",06/06/16,12/31/79,5.25%,no,4,9325,Lancaster Division
98,98,match,8602,8602,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"32,497.40 ",0.00 ,"32,497.40 ",03/08/13,12/31/79,4.59%,no,4,5436,Lancaster Division
98,98,match,8602,8602,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"13,623.80 ",0.00 ,"13,623.80 ",05/09/13,12/31/79,4.59%,no,4,5436,Lancaster Division
98,98,match,8602,8602,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"202,952.40 ",0.00 ,"202,952.40 ",03/03/10,12/31/79,4.75%,YES,4,5436,Lancaster Division
98,98,match,8602,8602,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"9,263.90 ",0.00 ,"9,263.90 ",04/15/10,12/31/79,5.25%,YES,5,8700,Lancaster Division
98,98,match,8602,8602,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"12,351.75 ",0.00 ,"12,351.75 ",04/15/10,12/31/79,5.25%,YES,5,8700,Lancaster Division
98,98,match,8602,8602,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"15,371.25 ",0.00 ,"15,371.25 ",04/15/10,12/31/79,5.25%,YES,5,8700,Lancaster Division
98,98,match,8602,8602,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"21,087.75 ",0.00 ,"21,087.75 ",04/15/10,12/31/79,5.25%,YES,5,8700,Lancaster Division
98,98,match,8602,8602,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"17,500.00 ",0.00 ,"17,500.00 ",10/13/16,12/31/79,5.25%,no,5,8700,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"34,243.20 ",0.00 ,"34,243.20 ",09/19/12,12/31/79,5.25%,no,5,1753,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"249,965.20 ",0.00 ,"249,965.20 ",03/28/14,12/31/79,5.25%,YES,5,16772,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"26,268.00 ",0.00 ,"26,268.00 ",03/28/14,12/31/79,5.25%,YES,5,16772,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"330,449.04 ",0.00 ,"330,449.04 ",08/09/13,12/31/79,5.25%,no,4,3956,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"500,067.39 ",0.00 ,"500,067.39 ",11/30/11,12/31/79,5.25%,YES,4,3956,Lancaster Division
98,98,match,5100,5100,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"32,350.56 ",0.00 ,"32,350.56 ",02/02/16,12/31/79,5.25%,YES,4,15220,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"53,410.00 ",0.00 ,"53,410.00 ",10/04/02,12/31/79,4.25%,no,6,10134,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"19,625.82 ",0.00 ,"19,625.82 ",10/04/02,12/31/79,4.25%,no,6,10134,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"81,800.00 ",0.00 ,"81,800.00 ",10/04/02,12/31/79,4.25%,no,6,10134,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"259,257.00 ",0.00 ,"259,257.00 ",10/04/02,12/31/79,4.25%,no,6,10134,Lancaster Division
98,98,match,8800,8604,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"99,597.08 ",0.00 ,"99,597.08 ",09/11/06,12/31/79,5.25%,no,6,10134,Lancaster Division
98,98,match,,8604,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"690,613.67 ",0.00 ,"690,613.67 ",02/12/09,12/31/79,4.25%,no,6,10134,Lancaster Division
98,98,match,,8604,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"72,056.00 ",0.00 ,"72,056.00 ",06/24/10,12/31/79,5.25%,no,6,10134,Lancaster Division
98,98,match,,8604,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"149,800.00 ",0.00 ,"149,800.00 ",06/30/10,12/31/79,5.25%,no,6,10134,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"25,000.00 ",0.00 ,"25,000.00 ",11/16/12,12/31/79,4.25%,no,6,10134,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"250,000.00 ",0.00 ,"250,000.00 ",05/14/13,12/31/79,4.25%,no,6,10134,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"624,479.00 ",0.00 ,"624,479.00 ",05/23/17,12/31/79,5.25%,no,4,1595,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"71,359.75 ",0.00 ,"71,359.75 ",05/23/17,12/31/79,5.25%,no,4,1595,Lancaster Division
98,98,match,8401,8401,match,match/match,Office,,,,,PA,FB,MOWERY,CPA,"37,172.40 ",0.00 ,"37,172.40 ",07/17/17,12/31/79,4.75%,no,5,9641,Lancaster Division
98,98,match,8401,8401,match,match/match,Office,,,,,PA,FB,MOWERY,CPA,"85,000.00 ",0.00 ,"85,000.00 ",11/17/16,12/31/79,4.75%,no,5,9641,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"21,400.00 ",0.00 ,"21,400.00 ",06/24/09,12/31/79,5.25%,YES,4,9325,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"822,792.51 ",0.00 ,"822,792.51 ",07/02/09,12/31/79,5.25%,YES,4,9325,Lancaster Division
98,98,match,8800,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"70,974.75 ",0.00 ,"70,974.75 ",09/09/14,12/31/79,5.25%,no,5,8423,Lancaster Division
98,98,match,8800,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"316,148.58 ",0.00 ,"316,148.58 ",09/09/14,12/31/79,5.25%,no,5,8423,Lancaster Division
98,98,match,8800,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"15,567.48 ",0.00 ,"15,567.48 ",06/25/15,12/31/79,5.25%,no,5,8423,Lancaster Division
98,98,match,8800,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"204,000.72 ",0.00 ,"204,000.72 ",06/25/15,12/31/79,5.25%,no,5,8423,Lancaster Division
98,98,match,8604,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"40,129.00 ",0.00 ,"40,129.00 ",08/21/09,12/31/79,5.25%,YES,4,3956,Lancaster Division
98,98,match,8607,8612,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"55,872.90 ",0.00 ,"55,872.90 ",09/29/16,03/29/18,5.25%,no,5,1737,Lancaster Division
98,98,match,8607,8612,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"574,400.00 ",0.00 ,"574,400.00 ",03/30/16,11/16/18,5.25%,YES,5,1737,Lancaster Division
98,98,match,8607,8612,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"7,857.30 ",0.00 ,"7,857.30 ",07/13/17,01/13/19,5.25%,no,5,1737,Lancaster Division
98,98,match,8607,8612,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"14,284.30 ",0.00 ,"14,284.30 ",07/13/17,01/13/19,5.25%,no,5,1737,Lancaster Division
98,98,match,8607,8612,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"370,918.89 ",0.00 ,"370,918.89 ",03/30/16,12/31/79,5.25%,YES,5,1737,Lancaster Division
98,98,match,8607,8612,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"300,491.40 ",0.00 ,"300,491.40 ",03/08/17,12/31/79,5.25%,no,5,1737,Lancaster Division
98,98,match,8607,8612,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"336,747.40 ",0.00 ,"336,747.40 ",03/08/17,12/31/79,5.25%,no,5,1737,Lancaster Division
98,98,match,8607,8612,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"114,274.38 ",0.00 ,"114,274.38 ",03/08/17,12/31/79,5.25%,no,5,1737,Lancaster Division
98,98,match,8607,8612,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"50,000.00 ",0.00 ,"50,000.00 ",05/08/17,12/31/79,5.25%,no,5,1737,Lancaster Division
98,98,match,8800,8800,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"127,273.08 ",0.00 ,"127,273.08 ",06/27/16,12/31/79,5.25%,no,5,12589,Lancaster Division
98,98,match,8800,8800,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"96,111.51 ",0.00 ,"96,111.51 ",06/27/16,12/31/79,5.25%,no,5,12589,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"103,583.25 ",0.00 ,"103,583.25 ",10/08/01,12/31/79,0.00%,no,5,3654,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"142,044.65 ",0.00 ,"142,044.65 ",05/10/99,12/31/79,0.00%,no,5,3654,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"27,845.00 ",0.00 ,"27,845.00 ",05/10/99,12/31/79,0.00%,no,5,3654,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"201,535.36 ",0.00 ,"201,535.36 ",07/26/00,12/31/79,0.00%,no,5,3654,Lancaster Division
98,98,match,8604,8602,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"19,150.00 ",0.00 ,"19,150.00 ",12/17/14,12/31/79,5.25%,YES,5,2437,Lancaster Division
98,98,match,8604,8602,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"51,714.00 ",0.00 ,"51,714.00 ",12/17/14,12/31/79,5.25%,YES,5,2437,Lancaster Division
98,98,match,8604,8602,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"24,465.00 ",0.00 ,"24,465.00 ",12/17/14,12/31/79,5.25%,YES,5,2437,Lancaster Division
98,98,match,8604,8602,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"122,120.00 ",0.00 ,"122,120.00 ",12/17/14,12/31/79,5.25%,YES,5,2437,Lancaster Division
98,98,match,8604,8602,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"591,928.30 ",0.00 ,"591,928.30 ",12/17/14,12/31/79,5.25%,YES,5,2437,Lancaster Division
98,98,match,8604,8602,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"289,327.70 ",0.00 ,"289,327.70 ",06/29/07,12/31/79,5.25%,no,5,9641,Lancaster Division
98,98,match,8800,8602,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"199,377.58 ",0.00 ,"199,377.58 ",04/24/06,12/31/79,5.25%,no,5,9979,Lancaster Division
98,98,match,1,8300,diff,match/diff,Multifamily,,,,,PA,FB,KIRK,SEPA,"330,075.35 ",0.00 ,"330,075.35 ",04/10/15,12/31/79,4.25%,no,2,2058,Lancaster Division
98,98,match,1,8300,diff,match/diff,Multifamily,,,,,PA,FB,KIRK,SEPA,"232,320.00 ",0.00 ,"232,320.00 ",04/14/15,12/31/79,4.25%,no,2,2058,Lancaster Division
98,98,match,1,8300,diff,match/diff,Multifamily,,,,,PA,FB,KIRK,SEPA,"305,355.00 ",0.00 ,"305,355.00 ",04/02/15,12/31/79,4.25%,no,2,2058,Lancaster Division
98,98,match,8800,8300,diff,match/diff,Multifamily,,,,,PA,FB,KIRK,SEPA,"146,422.45 ",0.00 ,"146,422.45 ",06/27/08,12/31/79,5.25%,YES,2,2058,Lancaster Division
98,98,match,8606,8604,diff,match/diff,Homebuilder,,,,,PA,FB,KIRK,SEPA,"51,931.20 ",0.00 ,"51,931.20 ",01/11/13,12/31/79,4.50%,no,6,8790,Lancaster Division
98,98,match,8606,8604,diff,match/diff,Homebuilder,,,,,PA,FB,KIRK,SEPA,"75,136.44 ",0.00 ,"75,136.44 ",01/11/13,12/31/79,4.50%,no,6,8790,Lancaster Division
98,90,diff,8606,8604,diff,diff/diff,Homebuilder,,,,,PA,FB,KIRK,SEPA,"836,435.34 ",0.00 ,"836,435.34 ",01/11/13,12/31/79,4.50%,no,6,8790,Lancaster Division
98,98,match,3800,8604,diff,match/diff,Homebuilder,,,,,PA,FB,KIRK,SEPA,"51,183.29 ",0.00 ,"51,183.29 ",03/28/16,12/31/79,4.50%,no,6,8790,Lancaster Division
98,98,match,3800,8604,diff,match/diff,Homebuilder,,,,,PA,FB,KIRK,SEPA,"5,870.28 ",0.00 ,"5,870.28 ",03/28/16,12/31/79,4.25%,no,6,8790,Lancaster Division
98,90,diff,8604,8604,match,diff/match,Homebuilder,,,,,PA,FB,KIRK,SEPA,"194,535.64 ",0.00 ,"194,535.64 ",01/04/06,12/31/79,4.75%,no,5,8882,Lancaster Division
98,90,diff,8604,8604,match,diff/match,Homebuilder,,,,,PA,FB,KIRK,SEPA,"65,000.00 ",0.00 ,"65,000.00 ",01/04/06,12/31/79,3.75%,no,5,8882,Lancaster Division
98,90,diff,8604,8604,match,diff/match,Homebuilder,,,,,PA,FB,KIRK,SEPA,"22,930.00 ",0.00 ,"22,930.00 ",01/04/06,12/31/79,3.75%,no,5,8882,Lancaster Division
98,90,diff,8602,8604,diff,diff/diff,Homebuilder,,,,,PA,FB,KIRK,SEPA,"606,556.29 ",0.00 ,"606,556.29 ",08/11/06,12/31/79,3.75%,no,5,8882,Lancaster Division
98,98,match,8602,8604,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"260,304.00 ",0.00 ,"260,304.00 ",03/09/15,12/31/79,5.25%,no,4,5163,Lancaster Division
98,98,match,8602,8604,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"317,922.00 ",0.00 ,"317,922.00 ",06/26/17,12/31/79,5.75%,no,4,5163,Lancaster Division
98,98,match,8602,8604,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"543,677.00 ",0.00 ,"543,677.00 ",08/01/17,12/31/79,5.25%,no,4,5163,Lancaster Division
98,98,match,,1,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"40,421.38 ",0.00 ,"40,421.38 ",09/27/04,12/31/79,4.25%,no,5,9249,Lancaster Division
98,98,match,,1,diff,match/diff,Retail,,,,,PA,FB,MOWERY,CPA,"8,712.00 ",0.00 ,"8,712.00 ",08/30/05,12/31/79,5.25%,no,5,9249,Lancaster Division
98,98,match,8604,8604,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"143,446.50 ",0.00 ,"143,446.50 ",12/10/04,12/31/79,6.25%,no,4,5163,Lancaster Division
98,98,match,8604,8604,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"24,672.40 ",0.00 ,"24,672.40 ",11/16/06,12/31/79,5.25%,no,4,5163,Lancaster Division
98,98,match,,1,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"148,368.00 ",0.00 ,"148,368.00 ",08/01/07,12/31/79,5.25%,no,4,5163,Lancaster Division
98,98,match,8604,8604,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"1,185,930.00 ",0.00 ,"1,185,930.00 ",08/05/15,12/31/79,6.25%,no,4,5163,Lancaster Division
98,98,match,8604,8604,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"101,600.00 ",0.00 ,"101,600.00 ",08/05/15,12/31/79,6.25%,no,4,5163,Lancaster Division
98,98,match,8604,8604,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"689,975.00 ",0.00 ,"689,975.00 ",10/08/15,12/31/79,6.25%,no,4,5163,Lancaster Division
98,98,match,8604,8604,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"339,000.00 ",0.00 ,"339,000.00 ",01/08/16,12/31/79,6.25%,no,4,5163,Lancaster Division
98,98,match,8604,8604,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"358,713.30 ",0.00 ,"358,713.30 ",12/11/07,12/31/79,5.25%,YES,4,5163,Lancaster Division
98,98,match,8602,8604,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"24,106.50 ",0.00 ,"24,106.50 ",04/05/13,12/31/79,4.00%,no,4,5163,Lancaster Division
98,98,match,8200,8200,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"51,971.83 ",0.00 ,"51,971.83 ",12/17/02,12/31/79,5.25%,no,5,8298,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"2,310.00 ",0.00 ,"2,310.00 ",04/15/97,12/31/79,0.00%,no,5,8298,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"36,785.00 ",0.00 ,"36,785.00 ",10/15/97,12/31/79,0.00%,no,5,8298,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"5,000.00 ",0.00 ,"5,000.00 ",04/15/97,12/31/79,0.00%,no,5,8298,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"227,870.28 ",0.00 ,"227,870.28 ",09/26/06,12/31/79,5.25%,no,5,8298,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"83,165.65 ",0.00 ,"83,165.65 ",08/04/17,02/09/19,3.86%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"78,900.00 ",0.00 ,"78,900.00 ",05/23/13,12/31/79,5.25%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"41,800.00 ",0.00 ,"41,800.00 ",04/04/14,12/31/79,5.25%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"133,833.60 ",0.00 ,"133,833.60 ",02/10/16,12/31/79,5.25%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"507,700.00 ",0.00 ,"507,700.00 ",02/10/16,12/31/79,3.86%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"125,653.94 ",0.00 ,"125,653.94 ",08/16/17,02/21/19,5.25%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"58,428.00 ",0.00 ,"58,428.00 ",09/27/17,04/04/19,4.25%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"46,214.00 ",0.00 ,"46,214.00 ",03/12/10,12/31/79,5.25%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"28,617.71 ",0.00 ,"28,617.71 ",03/12/10,12/31/79,5.25%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"23,967.90 ",0.00 ,"23,967.90 ",03/12/10,12/31/79,5.25%,no,4,8812,Lancaster Division
98,98,match,8604,8604,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"1,065,000.00 ",0.00 ,"1,065,000.00 ",11/24/17,12/31/79,5.25%,YES,4,8812,Lancaster Division
98,98,match,2,1,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"137,421.92 ",0.00 ,"137,421.92 ",11/03/04,12/31/79,5.25%,no,5,8924,Lancaster Division
98,98,match,8604,8602,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"23,000.00 ",0.00 ,"23,000.00 ",04/14/05,12/31/79,5.25%,no,5,8924,Lancaster Division
98,98,match,1,1,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"33,600.00 ",0.00 ,"33,600.00 ",08/17/16,02/17/18,5.25%,no,5,9109,Lancaster Division
98,98,match,,1,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"100,000.00 ",0.00 ,"100,000.00 ",07/02/02,12/31/79,5.75%,no,4,2133,Lancaster Division
98,98,match,1,1,match,match/match,Other,,,,,PA,FB,MOWERY,CPA,"11,000.00 ",0.00 ,"11,000.00 ",09/15/14,12/31/79,5.25%,no,5,,Lancaster Division
98,98,match,8605,8401,diff,match/diff,Office,,,,,PA,FB,MOWERY,CPA,"107,178.05 ",0.00 ,"107,178.05 ",07/18/13,12/31/79,5.25%,YES,4,998,Lancaster Division
98,98,match,,1,diff,match/diff,Other,,,,,PA,FB,MOWERY,CPA,"50,000.00 ",0.00 ,"50,000.00 ",06/19/90,12/31/79,0.00%,no,4,4788,Lancaster Division
98,98,match,8415,8604,diff,match/diff,Homebuilder,,,,,PA,FB,MOWERY,CPA,"570,189.00 ",0.00 ,"570,189.00 ",01/23/08,12/31/79,5.25%,no,5,5163,Lancaster Division
98,98,match,8600,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"466,921.10 ",0.00 ,"466,921.10 ",02/13/17,12/31/79,5.25%,YES,5,8489,Lancaster Division
98,98,match,8415,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"40,032.85 ",0.00 ,"40,032.85 ",08/11/06,12/31/79,4.25%,YES,4,60,Lancaster Division
98,98,match,3800,3800,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"28,300.00 ",0.00 ,"28,300.00 ",09/20/12,12/31/79,4.25%,YES,5,8305,Lancaster Division
98,98,match,3800,3800,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"52,772.04 ",0.00 ,"52,772.04 ",09/20/12,12/31/79,4.25%,YES,5,8305,Lancaster Division
98,98,match,3800,3800,match,match/match,Homebuilder,,,,,PA,FB,MOWERY,CPA,"23,897.00 ",0.00 ,"23,897.00 ",09/15/17,12/31/79,4.25%,YES,5,8305,Lancaster Division
98,98,match,8200,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"14,770.80 ",0.00 ,"14,770.80 ",08/25/06,12/31/79,5.00%,YES,4,60,Lancaster Division
98,98,match,8200,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"26,000.00 ",0.00 ,"26,000.00 ",05/16/13,12/31/79,5.00%,no,4,60,Lancaster Division
98,98,match,8602,8602,match,match/match,Multifamily,,,,,PA,FB,MOWERY,CPA,"179,302.80 ",0.00 ,"179,302.80 ",11/20/07,12/31/79,5.25%,no,4,60,Lancaster Division
98,98,match,8402,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"36,972.84 ",0.00 ,"36,972.84 ",08/03/17,12/31/79,3.49%,no,4,8588,Lancaster Division
98,98,match,8402,8300,diff,match/diff,Multifamily,,,,,PA,FB,MOWERY,CPA,"313,310.00 ",0.00 ,"313,310.00 ",08/03/17,12/31/79,3.49%,no,4,8588,Lancaster Division
98,98,match,8402,8402,match,match/match,Hospitality,,,,,PA,FB,MOWERY,CPA,"198,654.37 ",0.00 ,"198,654.37 ",06/02/04,12/31/79,3.65%,no,4,8588,Lancaster Division
98,98 ,match,8604,8604,match,match/match,Homebuilder,,,,,DE,FB,WOOD,DMV,"37,243.46 ",0.00 ,"37,243.46 ",04/14/14,12/31/79,5.50%,YES,4,11349,Lancaster Division
98,98 ,match,8606,8604,diff,match/diff,Homebuilder,,,,,DE,FB,WOOD,DMV,"238,738.85 ",0.00 ,"238,738.85 ",05/30/14,12/31/79,5.50%,YES,4,11349,Lancaster Division
98,98 ,match,8606,8604,diff,match/diff,Homebuilder,,,,,DE,FB,WOOD,DMV,"54,381.25 ",0.00 ,"54,381.25 ",05/30/14,12/31/79,5.50%,YES,4,11349,Lancaster Division
